img_id,img_amusement,img_awe,img_contentment,img_excitement,img_anger,img_disgust,img_fear,img_sadness
img.00002062,0.02308223582804203,0.02344864048063755,0.02538243494927883,0.0014836243353784084,0.560899019241333,0.014844981022179127,0.21233882009983063,0.13852030038833618
img.00002460,0.03274444863200188,0.07346795499324799,0.004304155241698027,0.007406736724078655,0.021842198446393013,0.004051435738801956,0.7651336193084717,0.09104952961206436
img.00006317,0.1406121402978897,0.043717917054891586,0.10234787315130234,0.010897702537477016,0.07565585523843765,0.29629725217819214,0.2680416703224182,0.06242961063981056
img.00000291,0.1987726241350174,0.4971228539943695,0.07465261965990067,0.1175776869058609,0.03175926208496094,0.02154429256916046,0.03375670313835144,0.024813946336507797
img.00004208,0.826381266117096,0.020632054656744003,0.040620096027851105,0.015850264579057693,0.009146673604846,0.020929748192429543,0.05756209418177605,0.008877735584974289
img.00008212,0.2842924892902374,0.20542334020137787,0.28420013189315796,0.018005887046456337,0.004418098367750645,0.05412105470895767,0.06809121370315552,0.08144776523113251
img.00003794,0.69780433177948,0.005146365612745285,0.004338942933827639,0.048448145389556885,0.0617397278547287,0.013021714985370636,0.16716255247592926,0.002338218968361616
img.00000470,0.12288303673267365,0.18058493733406067,0.4666513204574585,0.04290183633565903,0.09109359234571457,0.03199400752782822,0.0349971242249012,0.028894098475575447
img.00004864,0.02543419785797596,0.023725220933556557,0.06484957784414291,0.04857196658849716,0.0915021225810051,0.002684870269149542,0.2380821704864502,0.5051498413085938
img.00006877,0.0004143203259445727,0.0020775499287992716,0.00023417247575707734,0.0006975897704251111,0.07279550284147263,0.010088172741234303,0.8928080797195435,0.02088455855846405
img.00008247,0.03836066648364067,0.01736767590045929,0.14958587288856506,0.020316265523433685,0.3306003510951996,0.021409230306744576,0.027670497074723244,0.3946894407272339
img.00001942,0.6913672685623169,0.13838574290275574,0.008360479958355427,0.022139621898531914,0.026339437812566757,0.0069416784681379795,0.07145653665065765,0.03500913083553314
img.00008926,0.4384385645389557,0.05307883769273758,0.027132293209433556,0.006338294595479965,0.019336285069584846,0.06030602008104324,0.26248112320899963,0.132888525724411
img.00002773,0.07088229805231094,0.008319848217070103,0.08396483212709427,0.08820884674787521,0.26842477917671204,0.006353352684527636,0.18618355691432953,0.2876625955104828
img.00008511,0.03384869173169136,0.03614092618227005,0.004559967666864395,0.006206140853464603,0.07844164222478867,0.021356940269470215,0.8060048222541809,0.013440857641398907
img.00007478,0.5875598192214966,0.015844859182834625,0.29136431217193604,0.026198672130703926,0.011085550300776958,0.002042725682258606,0.0173049196600914,0.048599161207675934
img.00003537,0.8317323327064514,0.011948252096772194,0.01715138368308544,0.06272454559803009,0.001493980991654098,0.0658387541770935,0.006321086548268795,0.0027896310202777386
img.00002068,0.10150150209665298,0.003486681031063199,0.028737537562847137,0.8129100203514099,0.015226167626678944,0.00042100375867448747,0.0315423309803009,0.006174751557409763
img.00004358,0.049518607556819916,0.08627212047576904,0.03771642968058586,0.03624876216053963,0.025013623759150505,0.020281514152884483,0.15077678859233856,0.5941721796989441
img.00007494,0.0081014484167099,0.9475528597831726,0.03195599094033241,0.0012676083715632558,0.0015969487139955163,0.0006584436632692814,0.006685716100037098,0.0021809462923556566
img.00005705,0.04205270856618881,0.008361638523638248,0.003960993606597185,0.0034095316659659147,0.01045291032642126,0.07814878225326538,0.5723968744277954,0.2812165319919586
img.00004299,0.07731647789478302,0.13181501626968384,0.2647900879383087,0.055121880024671555,0.0355292484164238,0.05332711338996887,0.06474140286445618,0.3173587918281555
img.00006993,0.11771725118160248,0.05180438235402107,0.18142060935497284,0.04802890866994858,0.02609071508049965,0.02245546132326126,0.07275892049074173,0.4797237515449524
img.00001692,0.02903175912797451,0.0280612800270319,0.0019097881158813834,0.0019491915591061115,0.0017998911207541823,0.001067968551069498,0.9350211024284363,0.0011591025395318866
img.00004179,0.03089478611946106,0.07924176007509232,0.01589607447385788,0.0015351990005001426,0.013196182437241077,0.022547433152794838,0.7118273973464966,0.12486124038696289
img.00003038,0.0008133311057463288,0.0003736621292773634,0.0002202879113610834,0.0007501891232095659,0.005659679416567087,0.004520264454185963,0.9742058515548706,0.013456687331199646
img.00002182,0.22678391635417938,0.0059331259690225124,0.000982452998869121,0.006626877002418041,0.005184988025575876,0.05759985372424126,0.6852871179580688,0.011601661331951618
