path,prompt,img_amusement,img_awe,img_contentment,img_excitement,img_anger,img_disgust,img_fear,img_sadness,text_amusement,text_surprise,text_joy,text_excitement,text_anger,text_disgust,text_fear,text_sadness
diffusiondb_images_2m_random_1k/0.png,"Alex Jones as the Penguin Man in the movie Batman Returns 1992, still, high quality",0.03438921272754669,0.010651439428329468,0.01793275959789753,0.052617575973272324,0.05201161652803421,0.002536688931286335,0.8166882991790771,0.01317240484058857,0.0019058054313063622,0.0010574707994237542,0.00896806176751852,0.01863747276365757,0.0006941251922398806,0.0003637663903646171,0.00033625532523728907,0.0003244624531362206
diffusiondb_images_2m_random_1k/1.png,"8k photo of Angelina Jolie and Brad Pitt posing for a fan selfie with smurfs in a smurf village, celebrity gossip magazine",0.5912083387374878,0.009390276856720448,0.14130888879299164,0.15947070717811584,0.006964864209294319,0.002694891532883048,0.0839943066239357,0.004967759363353252,0.0009366875165142119,0.003962042275816202,0.005979989655315876,0.014128761366009712,0.0004434299480635673,0.0002884766145143658,0.00024017825489863753,0.00028784663300029933
diffusiondb_images_2m_random_1k/2.png,"a high quality portrait of Lucy Alexis Liu smiling as a pirate in a cyberpunk cyberpunk cyberpunk cafe, realism, 8k, award winning photo",0.30655691027641296,0.014217260293662548,0.02950615994632244,0.5552865862846375,0.016309786587953568,0.011539271101355553,0.021330537274479866,0.04525342956185341,0.003919030074030161,0.0028879945166409016,0.05759773030877113,0.020383791998028755,0.0006638542399741709,0.00028776872204616666,0.00024922587908804417,0.0002903016866184771
diffusiondb_images_2m_random_1k/3.png,A masterpiece head and shoulders portrait of Elle Fanning in Raised by Wolves,0.014654251746833324,0.040917325764894485,0.5806541442871094,0.06930435448884964,0.03303341194987297,0.002194650238379836,0.12411613762378693,0.1351257860660553,0.0008055050275288522,0.0018585878424346447,0.0063517168164253235,0.021753771230578423,0.00047600403195247054,0.0002901426050812006,0.00024287967244163156,0.00026085085119120777
diffusiondb_images_2m_random_1k/4.png,"Divinely realistic winter city of 1834, downtown Christmas tree decorated with toys, fantastically realistic white clouds, Divinely realistic winter town of 1834, downtown Christmas tree decorated with toys, fantastically realistic white clouds",0.8667168021202087,0.10874182730913162,0.017996948212385178,0.002406406681984663,0.0006286401185207069,0.00042018198291771114,0.0009162925998680294,0.002172908978536725,0.000998957548290491,0.007570686284452677,0.02861998789012432,0.07037151604890823,0.0005184680339880288,0.00032515235943719745,0.0004023689834866673,0.0002699276083149016
diffusiondb_images_2m_random_1k/5.png,Mirror reflection of Hands of a hand model in seinfeld,0.1829705536365509,0.01642991416156292,0.06656060367822647,0.28698256611824036,0.11588770151138306,0.006280266214162111,0.17403365671634674,0.15085469186306,0.0009506611386314034,0.006659774109721184,0.000361963378963992,0.0013507514959201217,0.00044673887896351516,0.0002960889250971377,0.00024631526321172714,0.00039504835149273276
diffusiondb_images_2m_random_1k/6.png,an Egyptian pyramid in center of Tokyo,0.18233150243759155,0.3436421751976013,0.12542575597763062,0.11330380290746689,0.04814177006483078,0.02313503809273243,0.020446714013814926,0.14357319474220276,0.0005110011552460492,0.008821121416985989,0.00039512349758297205,0.013618356548249722,0.0004991751629859209,0.000303386157611385,0.0003404333838261664,0.00026583054568618536
diffusiondb_images_2m_random_1k/7.png,"a woman with black hair pixie cut in shorts with suspenders drawn by rembrandt, norman rockwell, frank frazetta, peter paul rubens, alphonse mucha, gustav klimt 4k, unreal 5, DAZ, french noveau, octane render, hyperrealistic",0.04067622497677803,0.003204417647793889,0.008470217697322369,0.6607738733291626,0.030065437778830528,0.0017875040648505092,0.24486349523067474,0.010158821009099483,0.001090344274416566,0.0009337923838756979,0.001011188724078238,0.0017100052209571004,0.0013207418378442526,0.00046321138506755233,0.0002850316232070327,0.00036770119913853705
diffusiondb_images_2m_random_1k/8.png,"a manga key visual featuring a short, anime schoolgirl in her uniform, face close up, sharp, carefully drawn, detailed, beautiful, high quality, wallpaper 4K, Yen Press, pixiv, danbooru, official media",0.03384527564048767,0.0022223913110792637,0.013311358168721199,0.019390229135751724,0.01938721537590027,0.0010264073498547077,0.8920657634735107,0.01875135488808155,0.0023164988961070776,0.002098416443914175,0.0078525859862566,0.024484356865286827,0.0004597222723532468,0.0002938254619948566,0.00022981371148489416,0.0002661439939402044
diffusiondb_images_2m_random_1k/9.png,"a shiba inu surfing a giant wave, looking heckin cool and stylish, doing a sweet trick",0.25037574768066406,0.044007886201143265,0.1996576488018036,0.4770517647266388,0.017585715278983116,0.0011399107752367854,0.004358593374490738,0.0058227223344147205,0.007166845258325338,0.01307767629623413,0.10856679826974869,0.17498716711997986,0.0007258004043251276,0.0003746689762920141,0.00026459278888069093,0.00029473082395270467
