path,prompt,img_amusement,img_awe,img_contentment,img_excitement,img_anger,img_disgust,img_fear,img_sadness,text_amusement,text_surprise,text_joy,text_excitement,text_anger,text_disgust,text_fear,text_sadness,text_admiration,text_annoyance,text_approval,text_caring,text_confusion,text_curiosity,text_desire,text_disappointment,text_disapproval,text_embarrassment,text_gratitude,text_grief,text_love,text_nervousness,text_optimism,text_pride,text_realization,text_relief,text_remorse
diffusiondb_images_2m_random_10k/0.png,! 2d disney! johnny depp big close up head expression angle portrait  comics animation flat grayscale  . ,0.034736182540655136,0.008218174800276756,0.010686558671295643,0.05111066624522209,0.1750800609588623,0.004420801997184753,0.09947603195905685,0.6162714958190918,0.0016847942024469376,0.03231005370616913,0.00896043237298727,0.1502932906150818,0.0005474414792843163,0.0003637490444816649,0.0003173281147610396,0.0003329126338940114,0.026972951367497444,0.0013570613227784634,0.01644243113696575,0.00031360896537080407,0.0006705891573801637,0.0008577503031119704,0.0003514759591780603,0.0007383445044979453,0.0006555263535119593,0.0005191012169234455,0.0003682306851260364,0.0002505534212104976,0.00045513559598475695,0.0002676841104403138,0.0004390704561956227,0.000384699524147436,0.0032828785479068756,0.00029486604034900665,0.00025510540581308305
diffusiondb_images_2m_random_10k/1.png," portrait lady miss fantasy art heartstone Video game icon, 2d game art gta cover , official fanart behance hd artstation by Jesper Ejsing, by RHADS, Makoto Shinkai and Lois van baarle, ilya kuvshinov, rossdraws ",0.2808819115161896,0.018372397869825363,0.03140672668814659,0.5197213888168335,0.062203675508499146,0.0024867348838597536,0.0769711434841156,0.007955878041684628,0.0006874874234199524,0.00048689593677408993,0.0009177640895359218,0.0010319110006093979,0.0006855001556687057,0.00030671380227431655,0.00026445486582815647,0.001326426980085671,0.005397128872573376,0.0011929674074053764,0.019091477617621422,0.0004970386507920921,0.0006184510421007872,0.000384001323254779,0.0004547104181256145,0.0026227901689708233,0.0006372316274791956,0.0006630856660194695,0.0003755894722416997,0.00033783656544983387,0.0017005903646349907,0.00026964826975017786,0.00045195186976343393,0.00038103919359855354,0.00692879781126976,0.00030203667120076716,0.0003088323283009231
diffusiondb_images_2m_random_10k/2.png,Elemental Dream Master,0.31478655338287354,0.300444096326828,0.043190207332372665,0.012768307700753212,0.04600365087389946,0.1872655153274536,0.08042166382074356,0.015119977295398712,0.000548429845366627,0.0005232475232332945,0.0006201628129929304,0.0011785839451476932,0.0007211276679299772,0.00029748640372417867,0.0005075855297036469,0.0004909188719466329,0.02938372828066349,0.0011367264669388533,0.04111303761601448,0.00044701233855448663,0.0005837158532813191,0.00032294346601702273,0.00026034130132757127,0.0006526168435811996,0.0007470032433047891,0.00040757586248219013,0.0003261812962591648,0.00022647388686891645,0.0003886416379828006,0.00030539900762960315,0.0007912382134236395,0.0011468322481960058,0.0015272945165634155,0.00027371724718250334,0.00022974579769652337
diffusiondb_images_2m_random_10k/3.png, Albedo from overlord mamimi samejima psychedelic background epcot inside a space station eye of providence Lain uwu Luminism Tomas Sanchez surrealism Simon Stålenhag uwu Hi-Fructose pixiv fanbox skeb.jp clipstudio medibang ichi-up CGWORLD key visual manga cover,0.21267393231391907,0.07373391091823578,0.005114471074193716,0.013732314109802246,0.006533035077154636,0.01760282926261425,0.6666168570518494,0.003992585930973291,0.002880454994738102,0.0007611089386045933,0.002418902702629566,0.003757060505449772,0.0008425138657912612,0.0003446443297434598,0.00035285850754007697,0.0004844688519369811,0.0020652892999351025,0.0013545950641855597,0.01998227648437023,0.00042009277967736125,0.0006826137541793287,0.0003918172442354262,0.0003571955021470785,0.0005116386455483735,0.0006749999010935426,0.0004769314546138048,0.00037926051300019026,0.0002659030433278531,0.001222990802489221,0.0002903689455706626,0.0005341012147255242,0.0004259462875779718,0.001655974076129496,0.00029302231268957257,0.0002651309478096664
diffusiondb_images_2m_random_10k/4.png,"glamorous and sexy Geisha in an ancient japanese temple, beautiful pale makeup, pearlescent skin, seductive eyes and face, elegant, lacivious pose, very detailed face, transparent bra, highly detailed kimono, ancient japanese temple on the background, photorealism, a portrait by behance hd artstation by Jesper Ejsing, by RHADS, Makoto Shinkai and Lois van baarle, ilya kuvshinov, rossdraws",0.7185977101325989,0.013389280997216702,0.031503643840551376,0.10116133093833923,0.026550691574811935,0.003266469808295369,0.10140535235404968,0.00412546144798398,0.0026332077104598284,0.007780797313898802,0.020239384844899178,0.11571323871612549,0.0008031620527617633,0.0004911113064736128,0.000247415853664279,0.0002895423967856914,0.9590743184089661,0.00210576131939888,0.08296352624893188,0.00042595682316459715,0.0006333239725790918,0.00040866268682293594,0.0005232609692029655,0.0005678664310835302,0.0007438505999743938,0.0005398381617851555,0.000748155580367893,0.00022065010853111744,0.00465706130489707,0.00022520258789882064,0.0005938578397035599,0.0009204354719258845,0.018825717270374298,0.00022859865566715598,0.00023259255976881832
diffusiondb_images_2m_random_10k/5.png,"dream guide character, digital art, fantastic composition, smooth lines, astonishing details, award winning",0.10277289152145386,0.06414948403835297,0.011759352870285511,0.049982231110334396,0.06440328806638718,0.006015886552631855,0.6863282918930054,0.014588522724807262,0.001405578339472413,0.03902546688914299,0.032009828835725784,0.155010387301445,0.0004859882756136358,0.00036039380938746035,0.0002442616969347,0.000309218856273219,0.9594219326972961,0.0009347950690425932,0.09789101779460907,0.00027391224284656346,0.0005676053115166724,0.00043558175093494356,0.0013677788665518165,0.002149708103388548,0.0006985774380154908,0.0005902047851122916,0.010445372201502323,0.00021703702805098146,0.0003859861462842673,0.00022893345158081502,0.006619191728532314,0.004055304452776909,0.007495138328522444,0.0002458739036228508,0.0002394237380940467
diffusiondb_images_2m_random_10k/6.png," photorealistic, watercolor painting in style of krenz cushart ilya kuvshinov inside a space station eye of providence Lain uwu Luminism Tomas Sanchez surrealism Simon Stålenhag",0.09032884985208511,0.38003626465797424,0.020897220820188522,0.07623632997274399,0.055062372237443924,0.012803589925169945,0.26259851455688477,0.10203688591718674,0.010401332750916481,0.000785267329774797,0.011517706327140331,0.020082229748368263,0.0005015491624362767,0.0003143687208648771,0.00026474977494217455,0.0003779186517931521,0.01969902589917183,0.000894786964636296,0.1196402981877327,0.00033326447010040283,0.0006545549258589745,0.00039261666825041175,0.0008717933669686317,0.00040264162817038596,0.0009021015139296651,0.00040191799052990973,0.0002928273461293429,0.00022878157324157655,0.000644064275547862,0.00024431408382952213,0.010316378436982632,0.00041193541255779564,0.0026539971586316824,0.00024344096891582012,0.00023109075846150517
diffusiondb_images_2m_random_10k/7.png,"iron man pikachu, unreal engine, fantasy art",0.16138547658920288,0.006100510247051716,0.0019635874778032303,0.5655933022499084,0.016266455873847008,0.003174158511683345,0.2447032779455185,0.0008132527582347393,0.004728558007627726,0.0033053476363420486,0.0017724387580528855,0.01863647811114788,0.0006506462814286351,0.000377772405045107,0.000509413075633347,0.0003352833155076951,0.06586451828479767,0.0017763153882697225,0.015942655503749847,0.0002830593439284712,0.0008372993906959891,0.000415611983044073,0.00026116741355508566,0.0008213385008275509,0.001025186968035996,0.00042912052595056593,0.00024747318821027875,0.00023069734743330628,0.00031901526381261647,0.0002671489492058754,0.0004316337872296572,0.0003705566341523081,0.008017953485250473,0.00024489735369570553,0.00023728299129288644
diffusiondb_images_2m_random_10k/8.png,"dream guide character by makoto sinkai, digital art, fantastic composition, smooth lines, astonishing details, award winning",0.05357026681303978,0.027774980291724205,0.022739626467227936,0.03951072320342064,0.10121595859527588,0.003579268930479884,0.6317728757858276,0.11983632296323776,0.0017125135054811835,0.029633626341819763,0.02572431042790413,0.12687839567661285,0.0005116718239150941,0.0003428527561482042,0.0002526088210288435,0.00034910993417724967,0.9559719562530518,0.0008696764707565308,0.1214580237865448,0.0002782980154734105,0.0005045037250965834,0.00040608932613395154,0.0010722705628722906,0.0023135594092309475,0.0006971177062951028,0.000681679230183363,0.009575851261615753,0.00022147824347484857,0.000487402081489563,0.00023184572637546808,0.00559537997469306,0.007566416170448065,0.0071784211322665215,0.00026045896811410785,0.00023713234986644238
diffusiondb_images_2m_random_10k/9.png,"AI angels descending upon the world (be not afraid), in a style blending Æon Flux, Peter Chung, Shepard Fairey, Botticelli, Ivan Bolivian, and John Singer Sargent, inspired by pre-raphaelite paintings, shoujo manga, and cool Japanese street fashion, dramatic lighting, hyper detailed, super fine inking lines, ethereal and otherworldly, 4K extremely photorealistic, Arnold render",0.20697341859340668,0.023301219567656517,0.017868543043732643,0.01905861496925354,0.02312997542321682,0.01092325896024704,0.6516771912574768,0.047067731618881226,0.0023255343548953533,0.002327008405700326,0.006600440014153719,0.02427864819765091,0.0012892846716567874,0.0009242992964573205,0.005770310293883085,0.0005164893227629364,0.5911909341812134,0.00607204670086503,0.1523456573486328,0.019046835601329803,0.0009790656622499228,0.0004955116310156882,0.0005916105001233518,0.000685573962982744,0.0012863298179581761,0.0007231464260257781,0.0004423873033374548,0.000299672334222123,0.003385568503290415,0.0003782601561397314,0.007155888248234987,0.0008107515750452876,0.018671004101634026,0.00041675998363643885,0.0002808989374898374
diffusiondb_images_2m_random_10k/10.png, inside a room eye of providence Lain uwu Luminism Tomas Sanchez surrealism Simon Stålenhag,0.06024127081036568,0.2977134883403778,0.03960471600294113,0.03405871242284775,0.047976329922676086,0.024424118921160698,0.4134368896484375,0.08254455029964447,0.052975576370954514,0.005382805597037077,0.0839189887046814,0.049424584954977036,0.0008561588474549353,0.0004299064166843891,0.0007590746972709894,0.0006427880725823343,0.0052082412876188755,0.0018491221126168966,0.01032806932926178,0.0005235198768787086,0.0009024793398566544,0.0005319465417414904,0.0003400078567210585,0.0006352663040161133,0.0006913747638463974,0.0007866578525863588,0.0003308484156150371,0.00025441410252824426,0.002584536327049136,0.00037057785084471107,0.0006414420204237103,0.0004668260517064482,0.008918271400034428,0.000379127508495003,0.00026899605290964246
diffusiondb_images_2m_random_10k/11.png,"'' Portrait of Veigar league of legends, LOL, fantasy, d&d,  digital painting, artstation, concept art, sharp focus, illustration, art by greg rutkowski and alphonse mucha ''",0.17017343640327454,0.015887128189206123,0.004301262553781271,0.012681116349995136,0.009809436276555061,0.034923892468214035,0.751029372215271,0.0011943838326260448,0.9425456523895264,0.0013435186119750142,0.014788944274187088,0.0049928356893360615,0.0006726848077960312,0.00031099305488169193,0.000266026530880481,0.00033655454171821475,0.013149655424058437,0.001867252285592258,0.012870361097157001,0.0003229108697269112,0.0008334252634085715,0.00048454737407155335,0.000274868420092389,0.0005089541664347053,0.0006256018532440066,0.0004918076447211206,0.00027893847436644137,0.00022478256141766906,0.0008985376334749162,0.0002408616419415921,0.0004148069419898093,0.00037309463368728757,0.003332312684506178,0.00023211956431623548,0.00024394375213887542
diffusiondb_images_2m_random_10k/12.png," inside a room eye of providence Lain uwu Luminism Tomas Sanchez surrealism Simon Stålenhag. watercolor painting in style of krenz cushart ilya kuvshinov KyoAni, Makoto Shinkai, makoto shinkai,Hideaki Anno,Mochiduki Key ,Studio Ghibli, Madhouse, WHITE FOX, Studio Trigger,GAINAX ,Violet Evergarden, Granblue Fantasy, Fate Grand Order,KINMOZA! , Kanamemo , Hanayamata , SHIROBAKO , Yuyushiki , k-on! , Nichijou , Lucky star ,  A-channel , umaru-chan , Nyaruko-san, DEVILMAN , Symphogear ,Claymore , Kiseijuu , Code Geass , Guilty Crown,umamusume,idolmaster,KanColle,Touhou Project,Nier Automata,K-ON,yuruyuri, cygames,,Production I.G ,wit studio,P.A.WORKS,ufotable,mappa,TOEI Animation. cute girls doing cute things trending on artstation pixiv fanbox skeb.jp clipstudio medibang ichi-up CGWORLD smiling super detailed eyes eyebrowless symmetry face visual novel key visual manga cover",0.04763332009315491,0.02979392372071743,0.010721735656261444,0.007867707870900631,0.0023607094772160053,0.06497388333082199,0.7356815338134766,0.10096713900566101,0.014339328743517399,0.005526928696781397,0.05438406392931938,0.041059788316488266,0.00112389144487679,0.0006755360518582165,0.0003656886692624539,0.0005375990876927972,0.220331609249115,0.0024831800255924463,0.03809373825788498,0.0016088999109342694,0.000832173740491271,0.0007468103431165218,0.0008302989299409091,0.0006952347466722131,0.0010137767530977726,0.0014295718865469098,0.002341978019103408,0.00033405842259526253,0.054349157959222794,0.0003438990970607847,0.002005875576287508,0.0022360438015311956,0.01730363816022873,0.0005965738091617823,0.0003258220385760069
diffusiondb_images_2m_random_10k/13.png, overjoyed Kenrou Horo!!!!!!!!!!!! from Spice_and_Wolf!!!!!!!!!!!!!!!!!!! Ookami to Koushinryou key visual official media highly detailed of nendoroid eyes kawaii chibi eye of providence Lain uwu Luminism Tomas Sanchez surrealism Simon Stålenhag,0.42409878969192505,0.014231288805603981,0.009503334760665894,0.023007214069366455,0.013120033778250217,0.0034698054660111666,0.5067994594573975,0.0057701184414327145,0.007360531482845545,0.006231258623301983,0.8261445164680481,0.44948676228523254,0.0003895411209668964,0.00029106298461556435,0.00024798905360512435,0.00037069054087623954,0.05939480662345886,0.0005610700463876128,0.044398918747901917,0.005070802755653858,0.000418717012507841,0.00035669966018758714,0.004531790502369404,0.00047111781896092,0.0004027272225357592,0.0003980273031629622,0.0071412064135074615,0.00024298227799590677,0.005376626271754503,0.0003583216748666018,0.01987116038799286,0.0006487583159469068,0.0015818171668797731,0.0005317939794622362,0.0002448301238473505
