img_id,img_amusement,img_awe,img_contentment,img_excitement,img_anger,img_disgust,img_fear,img_sadness
img.00000356,0.8354767560958862,0.009755968116223812,0.0937652736902237,0.006053991615772247,0.014005372300744057,0.019527019932866096,0.01509184017777443,0.006323805544525385
img.00000017,0.23674796521663666,0.03911059722304344,0.15425504744052887,0.03029755689203739,0.15087644755840302,0.017266230657696724,0.30685320496559143,0.06459297239780426
img.00000330,0.008903423324227333,0.002493498846888542,0.000794922118075192,0.0026129228062927723,0.008723459206521511,0.006857086438685656,0.9639739990234375,0.005640668328851461
img.00000037,0.5063546895980835,0.1729518324136734,0.04253946989774704,0.03311031684279442,0.08261239528656006,0.11342748999595642,0.029350729659199715,0.019653059542179108
img.00000357,0.17443950474262238,0.03895125910639763,0.0687757357954979,0.13684122264385223,0.22806262969970703,0.017604416236281395,0.1252056509256363,0.2101195603609085
img.00000056,0.21577729284763336,0.13931035995483398,0.16256071627140045,0.2229592651128769,0.06518272310495377,0.01976548135280609,0.11093887686729431,0.06350526213645935
img.00000360,0.012576687149703503,0.00616531353443861,0.005010003689676523,0.04521027207374573,0.7297574281692505,0.005065909121185541,0.0649043396115303,0.13131006062030792
img.00000067,0.06074174866080284,0.08107182383537292,0.01587931253015995,0.6469148397445679,0.08250775188207626,0.003150240983814001,0.07214311510324478,0.03759116679430008
img.00000374,0.37246930599212646,0.05640466511249542,0.08440473675727844,0.01659530960023403,0.015439593233168125,0.39076370000839233,0.022768652066588402,0.041153986006975174
img.00000070,0.11320100724697113,0.07610324025154114,0.35577383637428284,0.1579059511423111,0.1766764521598816,0.004556774161756039,0.03482341766357422,0.08095929026603699
img.00000375,0.33021754026412964,0.037238527089357376,0.017948856577277184,0.026634614914655685,0.013114606961607933,0.02186993695795536,0.5375160574913025,0.015459905378520489
img.00000071,0.06477851420640945,0.21368011832237244,0.031057974323630333,0.11417413502931595,0.08189741522073746,0.015383733436465263,0.21408414840698242,0.2649438977241516
img.00000381,0.4286899268627167,0.015816068276762962,0.0509490966796875,0.05785069614648819,0.051015451550483704,0.33386102318763733,0.05349644646048546,0.008321346715092659
img.00000080,0.03161690756678581,0.01967369019985199,0.0016860822215676308,0.01758566126227379,0.008922211825847626,0.0021498140413314104,0.9012687802314758,0.01709684170782566
img.00000402,0.028212489560246468,0.010960625484585762,0.03716272860765457,0.004083139821887016,0.09223028272390366,0.002320073312148452,0.615382969379425,0.20964767038822174
img.00000083,0.6639041900634766,0.02372119389474392,0.037324439734220505,0.13266608119010925,0.021719535812735558,0.05990821123123169,0.04101395606994629,0.019742392003536224
img.00000409,0.1715257167816162,0.054454997181892395,0.07315516471862793,0.02093859761953354,0.11801844090223312,0.006235393695533276,0.3430884778499603,0.21258319914340973
img.00000092,0.03674519807100296,0.6191567182540894,0.03229232504963875,0.11530134826898575,0.03392772376537323,0.003299242816865444,0.11402282863855362,0.04525453597307205
img.00000410,0.6690976619720459,0.005468687508255243,0.003563772654160857,0.09540943801403046,0.020460283383727074,0.03937141224741936,0.16118016839027405,0.005448504816740751
img.00000094,0.11355128884315491,0.014346239157021046,0.02677842788398266,0.09427741169929504,0.024940190836787224,0.011374997906386852,0.6360467672348022,0.07868467271327972
img.00000421,0.3794877231121063,0.007210788317024708,0.002582198940217495,0.03549741581082344,0.03036157786846161,0.08498865365982056,0.45590606331825256,0.003965572454035282
img.00000102,0.26687896251678467,0.6654595732688904,0.04983020946383476,0.0039432174526154995,0.0015634519513696432,0.0020773489959537983,0.005881838034838438,0.004365301690995693
img.00000422,0.0016443101922050118,0.002216870663687587,0.0020846696570515633,0.008312766440212727,0.11277651786804199,0.011329906061291695,0.8425772190093994,0.01905774138867855
img.00000106,0.06746069341897964,0.05171264335513115,0.12262443453073502,0.13372312486171722,0.09120010584592819,0.008460767567157745,0.48380762338638306,0.04101060703396797
img.00000425,0.4753299653530121,0.2412591427564621,0.07385487109422684,0.1431424617767334,0.014442705549299717,0.03662558272480965,0.00517288176342845,0.010172509588301182
img.00000114,0.06521868705749512,0.0952494740486145,0.2173447161912918,0.2876390814781189,0.09124338626861572,0.00249459152109921,0.01960418000817299,0.22120589017868042
img.00000432,0.001515914686024189,0.0003857988049276173,0.00015498373250011355,0.0009944906923919916,0.015982767567038536,0.0014891987666487694,0.9776902794837952,0.001786610810086131
img.00000119,0.7789610624313354,0.006519959308207035,0.03259958326816559,0.12002649158239365,0.003445330308750272,0.005261761602014303,0.0501042939722538,0.0030814632773399353
img.00000435,0.6075878143310547,0.007789133116602898,0.019228670746088028,0.014097959734499454,0.012206089682877064,0.0034079269971698523,0.3272971510887146,0.008385335095226765
img.00000126,0.4446103870868683,0.05175968259572983,0.13126114010810852,0.07273229211568832,0.02816382423043251,0.006603134796023369,0.24633176624774933,0.01853777840733528
img.00000463,0.07778618484735489,0.08285055309534073,0.05735617130994797,0.15070770680904388,0.18615716695785522,0.026486476883292198,0.13402822613716125,0.2846274971961975
img.00000135,0.41190290451049805,0.03342647850513458,0.055957574397325516,0.32225555181503296,0.010278145782649517,0.030844340100884438,0.1223720982670784,0.012962897308170795
img.00000464,0.2657695710659027,0.07326823472976685,0.150631383061409,0.045074284076690674,0.0900801494717598,0.17997612059116364,0.12592895328998566,0.06927131861448288
img.00000137,0.0016799631994217634,0.0033132010139524937,0.0010981408413499594,0.0009209706331603229,0.019722936674952507,0.0024838712997734547,0.8151442408561707,0.15563666820526123
img.00000466,0.018549101427197456,0.016751408576965332,0.028898468241095543,0.018091533333063126,0.15045975148677826,0.021383138373494148,0.42188942432403564,0.32397714257240295
img.00000139,0.14480015635490417,0.02775600180029869,0.022606877610087395,0.07548607140779495,0.004775961395353079,0.018042640760540962,0.5976751446723938,0.10885719954967499
img.00000470,0.2847895920276642,0.050504326820373535,0.026460722088813782,0.01164089422672987,0.09935767203569412,0.009135860949754715,0.5086274743080139,0.009483528323471546
img.00000145,0.10776254534721375,0.032290782779455185,0.05483121797442436,0.014862913638353348,0.056541986763477325,0.07331251353025436,0.10959078371524811,0.5508072972297668
img.00000477,0.2536657750606537,0.009394774213433266,0.0028726602904498577,0.08769549429416656,0.02637491375207901,0.00724599277600646,0.6093236207962036,0.0034268375020474195
img.00000146,0.584839940071106,0.027360189706087112,0.0029264355544000864,0.01589752361178398,0.01308291032910347,0.026065729558467865,0.28072336316108704,0.04910382628440857
img.00000485,0.07313542813062668,0.15608881413936615,0.05666011944413185,0.5796061754226685,0.04131875932216644,0.0194132961332798,0.03198344260454178,0.041793953627347946
img.00000167,0.3044116199016571,0.01902969926595688,0.17897674441337585,0.010303735733032227,0.011328463442623615,0.19138707220554352,0.2594999074935913,0.02506275102496147
